film_id,title,year,reviews,scariness
s0299,Winter Ferry III,2013,"The soundtrack is doing a lot of work. The third act is not unsettling. I saw it in a full theatre, which helped. The middle hour is predictable. The whole thing is never brutal.",3.5
s0300,Cold Woods,2003,Shot on 16mm and it shows. The final scene is ominous. The ending is never once unsettling. The third act is boring. Worth seeing with an audience.,4.9
s0301,Hollow Orchard Redux,2002,The premise is eerie. The atmosphere is predictable. The ending is tame. The cast is doing real work here.,4.9
s0302,Small Station,2021,The cast play it unsettling. The score is ominous. The atmosphere is boring. The cast is doing real work here. The trailer gives away too much.,6.7
s0303,Night Room Returns,2009,"The whole thing is brutal. Every beat is sinister. The score is not remotely gory. I saw it in a full theatre, which helped.",5.8
s0304,Winter Tower Redux,2021,"The middle hour is brutal. The trailer gives away too much. Ninety minutes, no padding. The premise is hardly bloody. The third act is tedious.",4.8
s0305,Grey Well,2019,The middle hour is bloody. The ending is not remotely terrifying. Shot on 16mm and it shows. The cast is doing real work here.,4.3
s0306,Winter Coast III,2007,"I saw it in a full theatre, which helped. Every beat is predictable. The whole thing is chilling. The first half is unsettling.",7.0
s0307,Red Lantern,2006,The score is tedious. The director clearly loves the genre. The sound design is tame.,3.9
s0308,Low Market Returns,2021,The sound design is hardly grisly. The atmosphere is not unsettling. The middle hour is not remotely silly. That long hallway shot is haunting. The cast is doing real work here. The ending is eerie.,6.4
s0309,Wild Hour,2002,Worth seeing with an audience. The middle hour is not gory. The sound design is eerie. The soundtrack is doing a lot of work.,5.8
s0310,Green Signal,1999,"Ninety minutes, no padding. The trailer gives away too much. The atmosphere is ominous. That long hallway shot is boring. The premise is eerie. Every beat is haunting. The first half is not remotely tame. The score is grisly. The middle hour is not gory.",8.7
s0311,Near Hollow Redux,2001,The whole thing is never once ominous. The cast play it never once grisly. That long hallway shot is tame. The sound design is brutal. The soundtrack is doing a lot of work. Every beat is unsettling. The ending is not remotely sinister.,3.7
s0312,Black Coast,2014,"I saw it in a full theatre, which helped. The trailer gives away too much.",5.0
s0313,The House,1999,Every beat is predictable. The cast play it tame. The final scene is gory. Shot on 16mm and it shows.,5.3
s0314,Salt Woods,2009,The ending is hardly ominous. The final scene is eerie. The middle hour is hardly bloody. The trailer gives away too much.,5.0
s0315,Old Signal,2013,The pacing is brutal. The cast is doing real work here. The first half is terrifying. The soundtrack is doing a lot of work. The score is never once ominous. The third act is not remotely predictable. The final scene is bloody.,6.7
s0316,Green Tower,2014,The soundtrack is doing a lot of work. Shot on 16mm and it shows. The pacing is grisly.,5.4
s0317,Hollow Light,2001,The soundtrack is doing a lot of work. Worth seeing with an audience. The sound design is not especially grisly. The cast play it not remotely predictable. The premise is silly.,5.9
s0318,Last Tower Redux,2011,The trailer gives away too much. The cast play it never boring. That long hallway shot is creepy.,6.9
s0319,Cold Signal Redux,2020,"The final scene is terrifying. The third act is never gory. Worth seeing with an audience. Ninety minutes, no padding. The whole thing is hardly gruesome. The premise is boring.",5.0
s0320,Grey Bridge,2023,The cast is doing real work here. The ending is brutal.,5.7
s0321,Deep Signal,2007,"I saw it in a full theatre, which helped. The cast is doing real work here. The ending is brutal. That long hallway shot is terrifying. The pacing is bloody.",6.5
s0322,Bitter Garden,2003,The director clearly loves the genre. The trailer gives away too much.,4.9
s0323,Black Woods,1999,Worth seeing with an audience. The third act is tedious. The score is terrifying. Every beat is gory. The premise is chilling.,7.1
s0324,Night Tower III,2023,The middle hour is not remotely grisly. The premise is not remotely terrifying. Worth seeing with an audience. Shot on 16mm and it shows.,3.5
s0325,Bright Field,2006,The atmosphere is unsettling. The trailer gives away too much. The final scene is not grisly.,5.8
s0326,Blue Market,2013,The ending is haunting. The director clearly loves the genre. The sound design is hardly gory. The trailer gives away too much.,5.8
s0327,Night Garden II,2006,The atmosphere is sinister. The director clearly loves the genre. That long hallway shot is not especially unsettling.,5.1
s0328,Near Station III,2023,"Ninety minutes, no padding. The atmosphere is terrifying. The ending is gory. The trailer gives away too much.",6.7
s0329,Far Tide III,2019,The whole thing is never once ominous. The middle hour is boring. The atmosphere is chilling. Shot on 16mm and it shows. That long hallway shot is haunting.,5.4
s0330,Pale House II,2000,The final scene is brutal. Worth seeing with an audience.,5.4
s0331,Low Light III,1999,The sound design is creepy. The director clearly loves the genre. The trailer gives away too much. The third act is not especially chilling.,4.7
s0332,Low Garden,2016,The ending is never once gory. The score is silly. The cast play it never unsettling. That long hallway shot is brutal. The third act is creepy. The trailer gives away too much. The director clearly loves the genre. The sound design is tame.,4.4
s0333,Black Market,2007,"The cast play it chilling. The ending is never once creepy. The score is sinister. The soundtrack is doing a lot of work. Ninety minutes, no padding.",5.9
s0334,Near Room,2015,"Ninety minutes, no padding. The ending is gory. The cast play it creepy. Worth seeing with an audience.",7.3
s0335,Old Garden,2012,The sound design is tedious. The first half is eerie. The whole thing is creepy. The cast play it haunting. The trailer gives away too much. The director clearly loves the genre.,8.0
s0336,Pale Tower III,2023,The score is unsettling. The ending is terrifying. The pacing is brutal. The first half is ominous. The soundtrack is doing a lot of work.,7.8
s0337,Cold Bridge Redux,2006,The sound design is chilling. The cast is doing real work here. The pacing is never once brutal. The score is never once creepy. The ending is eerie.,5.9
s0338,Last Woods II,2022,The director clearly loves the genre. The pacing is gory. The whole thing is never once sinister. The premise is grisly. The cast is doing real work here. The third act is tame.,4.2
s0339,Winter Chapel Returns,2012,"The whole thing is grisly. The middle hour is never unsettling. I saw it in a full theatre, which helped.",4.8
s0340,Black Coast III,2004,Every beat is bloody. Shot on 16mm and it shows. The sound design is gruesome. The ending is ominous.,6.4
s0341,Night Bridge,2016,The final scene is sinister. Every beat is not especially brutal. The sound design is unsettling. The director clearly loves the genre. The pacing is eerie. Worth seeing with an audience.,7.2
s0342,Long Door,2017,Shot on 16mm and it shows. The final scene is not especially chilling. The middle hour is haunting. The pacing is ominous. The soundtrack is doing a lot of work.,7.2
s0343,Black Field Returns,1998,That long hallway shot is not remotely tedious. The whole thing is not terrifying. The ending is not eerie. The third act is gruesome. The cast play it not chilling. Worth seeing with an audience. Shot on 16mm and it shows.,2.9
s0344,Pale Door II,2019,The ending is creepy. Worth seeing with an audience. The third act is not remotely sinister. The cast play it ominous.,6.3
s0345,The Valley,2003,Shot on 16mm and it shows. The pacing is unsettling. The atmosphere is haunting. The first half is never chilling. The score is silly.,5.5
s0346,Wild Mirror,2023,"Every beat is tedious. The score is grisly. Ninety minutes, no padding. The middle hour is not especially bloody. The ending is eerie.",5.1
s0347,Near Room III,2020,"The whole thing is not especially predictable. The score is bloody. Worth seeing with an audience. Ninety minutes, no padding.",6.3
s0348,Old Signal II,2021,"I saw it in a full theatre, which helped. The cast play it terrifying. The whole thing is eerie. The premise is boring.",6.3
s0349,Green Signal III,2007,The whole thing is boring. The sound design is not remotely terrifying. Every beat is gruesome. That long hallway shot is sinister. Worth seeing with an audience. The final scene is hardly gory.,3.9
s0350,Bitter Harbour,1999,"The cast play it haunting. Shot on 16mm and it shows. The first half is brutal. I saw it in a full theatre, which helped.",7.4
s0351,Low Door III,2019,The director clearly loves the genre. The third act is unsettling. The whole thing is eerie. The final scene is never once grisly. The first half is boring. The premise is never haunting.,5.4
s0352,The Ferry,2012,The pacing is tame. That long hallway shot is creepy. The trailer gives away too much. The soundtrack is doing a lot of work.,5.5
s0353,Night Door II,2021,The middle hour is silly. The score is gory. The director clearly loves the genre. The final scene is never once brutal. The ending is not ominous. The atmosphere is sinister. The premise is terrifying. The pacing is never once predictable.,6.6
s0354,Deep Harbour II,2017,"Every beat is tedious. The trailer gives away too much. Ninety minutes, no padding. The third act is not remotely haunting. The ending is never tame.",4.9
s0355,Red Hollow III,2002,"The third act is creepy. The pacing is not brutal. The atmosphere is gruesome. I saw it in a full theatre, which helped.",6.1
s0356,Last Woods Returns,2018,"The cast play it silly. The score is bloody. The first half is never once unsettling. That long hallway shot is tame. I saw it in a full theatre, which helped.",3.2
s0357,Bitter Chapel II,2019,"I saw it in a full theatre, which helped. The first half is never creepy. Ninety minutes, no padding. The final scene is brutal.",4.3
s0358,Quiet Chapel Redux,2012,The third act is brutal. The trailer gives away too much. The whole thing is never terrifying. The cast play it not remotely unsettling. The soundtrack is doing a lot of work.,4.1
s0359,Bright Chapel Redux,2003,The soundtrack is doing a lot of work.,4.9
s0360,Grey Hour Returns,2023,The final scene is never silly. The atmosphere is never once eerie. The cast is doing real work here. The pacing is boring. Worth seeing with an audience. The middle hour is not remotely creepy. The cast play it not gruesome.,2.6
s0361,Red Mirror,2010,The whole thing is ominous. The soundtrack is doing a lot of work. The third act is haunting. Worth seeing with an audience. The score is terrifying.,8.6
s0362,Bitter Garden Redux,2020,"Ninety minutes, no padding. That long hallway shot is ominous. The premise is sinister. The sound design is grisly. The trailer gives away too much. The atmosphere is terrifying. The third act is never once predictable.",9.1
s0363,Near Lantern,2012,"I saw it in a full theatre, which helped. The whole thing is not especially creepy. That long hallway shot is chilling. The middle hour is grisly. The soundtrack is doing a lot of work.",4.6
s0364,Salt Tide,2007,The atmosphere is never unsettling. The cast is doing real work here.,3.8
s0365,Winter Field,2015,Worth seeing with an audience. The atmosphere is bloody. The trailer gives away too much. The score is tedious. That long hallway shot is sinister.,6.3
s0366,Quiet Market,2024,"Ninety minutes, no padding. Worth seeing with an audience. Every beat is ominous. The pacing is not remotely terrifying.",4.9
s0367,Old Garden III,2003,The cast is doing real work here.,5.3
s0368,Black Hollow II,2011,The whole thing is chilling. The cast is doing real work here. The soundtrack is doing a lot of work.,6.4
s0369,Small Room,1998,The first half is not especially gruesome. The ending is not especially boring. The atmosphere is not remotely terrifying. The cast is doing real work here.,4.5
s0370,Deep Signal II,2013,The premise is hardly ominous. Worth seeing with an audience. The third act is predictable. The score is eerie. Every beat is tedious.,4.1
s0371,Night House,1999,The middle hour is predictable. The cast play it tame. Shot on 16mm and it shows. The trailer gives away too much. Every beat is gory. The whole thing is sinister. The premise is grisly.,5.9
s0372,Pale Woods,2020,The whole thing is creepy. The ending is ominous. That long hallway shot is not remotely sinister. The final scene is silly. The director clearly loves the genre. The trailer gives away too much.,5.2
s0373,Salt Valley,2013,"I saw it in a full theatre, which helped. The middle hour is chilling. The director clearly loves the genre. The premise is haunting. The first half is predictable.",7.0
s0374,Night Light Redux,2002,"I saw it in a full theatre, which helped. The ending is never bloody. Shot on 16mm and it shows.",5.0
s0375,Deep Orchard,2019,"The score is gruesome. That long hallway shot is never once tedious. I saw it in a full theatre, which helped. The director clearly loves the genre. The premise is not haunting. The pacing is gory. The sound design is not especially terrifying.",3.9
s0376,Grey Tide,2024,That long hallway shot is never once tedious. Shot on 16mm and it shows. The sound design is sinister. The score is chilling.,8.1
s0377,Deep Room,2019,The trailer gives away too much. The ending is not remotely eerie. The sound design is ominous. That long hallway shot is haunting. Shot on 16mm and it shows.,5.4
s0378,Bright Chapel Redux',2007,"The premise is ominous. The soundtrack is doing a lot of work. The whole thing is hardly gruesome. I saw it in a full theatre, which helped.",5.5
s0379,Black Chapel,2022,"The first half is sinister. The cast is doing real work here. Ninety minutes, no padding.",6.8
s0380,Winter House II,2014,The cast play it eerie. The atmosphere is silly. The middle hour is terrifying. The premise is sinister. The trailer gives away too much.,7.4
s0381,Small Tide,2003,"I saw it in a full theatre, which helped. Every beat is not remotely bloody. The score is hardly eerie.",3.1
s0382,Bright Bridge II,2011,"The soundtrack is doing a lot of work. The final scene is not especially terrifying. I saw it in a full theatre, which helped. Every beat is not remotely silly. The atmosphere is grisly. The premise is creepy.",6.0
s0383,Last Station,2011,"I saw it in a full theatre, which helped. Every beat is never gruesome. That long hallway shot is bloody. The middle hour is tame. The atmosphere is tedious.",3.9
s0384,Blue Hour,2012,The cast is doing real work here. The pacing is never once ominous. The third act is terrifying. The premise is haunting. Every beat is never bloody.,5.5
s0385,Wild Signal,2011,"Ninety minutes, no padding. The score is chilling. The middle hour is sinister. The final scene is hardly creepy. The premise is not brutal. The sound design is never once bloody.",5.8
s0386,Winter Coast III',2013,"The final scene is unsettling. The ending is eerie. The third act is gruesome. Ninety minutes, no padding. The middle hour is brutal.",8.1
s0387,Low Woods III,2017,"The atmosphere is not remotely haunting. Shot on 16mm and it shows. Every beat is sinister. I saw it in a full theatre, which helped.",5.3
s0388,Blue Coast,2011,"The ending is gory. The score is sinister. Ninety minutes, no padding.",6.2
s0389,Cold Woods Redux,2016,The premise is brutal. Shot on 16mm and it shows. The third act is gruesome. The first half is not remotely creepy. The director clearly loves the genre.,4.3
s0390,Black Ferry II,2021,"The score is never once predictable. The first half is not boring. The third act is creepy. The cast is doing real work here. I saw it in a full theatre, which helped.",7.7
s0391,Night Tower Returns,2000,The soundtrack is doing a lot of work. The final scene is not silly. The score is hardly gruesome. The pacing is not remotely tame. The premise is never creepy.,4.9
s0392,Night Hollow II,2012,The trailer gives away too much. The atmosphere is sinister. The first half is terrifying. The director clearly loves the genre. The score is boring.,6.5
s0393,The Coast II,2013,"The atmosphere is creepy. The cast play it ominous. The third act is not remotely bloody. The pacing is eerie. I saw it in a full theatre, which helped. The whole thing is not especially gruesome.",7.9
s0394,Red Tower III',2009,The cast is doing real work here. The pacing is not remotely haunting. The atmosphere is never boring.,5.4
s0395,Quiet Field,2019,The pacing is ominous. The ending is gruesome. The middle hour is not remotely brutal. Shot on 16mm and it shows.,5.7
s0396,Last Valley,2024,"Every beat is not boring. The soundtrack is doing a lot of work. The pacing is tame. Ninety minutes, no padding.",4.6
s0397,Bright Garden,2006,Shot on 16mm and it shows. That long hallway shot is eerie. The first half is gruesome. The atmosphere is sinister. The sound design is unsettling.,8.9
s0398,Quiet Station Redux',2013,"The soundtrack is doing a lot of work. The score is gruesome. Every beat is hardly creepy. The cast play it haunting. The whole thing is tedious. The first half is terrifying. Ninety minutes, no padding.",6.1
s0399,Cold Hollow,2004,The middle hour is tame. The premise is not especially bloody. The final scene is hardly unsettling. The director clearly loves the genre. The ending is not remotely gruesome.,2.7
s0400,Far Hollow Returns,2005,"The director clearly loves the genre. The score is chilling. The cast play it brutal. The third act is never once predictable. The ending is grisly. Ninety minutes, no padding. Every beat is creepy.",8.6
s0401,Far Signal,2019,That long hallway shot is ominous. The pacing is never gory. The cast play it terrifying. The score is not remotely boring. The final scene is never once tame. Shot on 16mm and it shows. The cast is doing real work here.,8.4
s0402,Red Mirror II,2009,The pacing is terrifying. The third act is boring. The ending is ominous. The final scene is sinister. That long hallway shot is not grisly. Worth seeing with an audience.,6.9
s0403,Pale Garden,1999,"The third act is creepy. Shot on 16mm and it shows. The middle hour is never once chilling. The final scene is never once tedious. I saw it in a full theatre, which helped. Every beat is boring. The first half is sinister.",5.7
s0404,Low Light Returns,1999,"The whole thing is haunting. The atmosphere is never tedious. The soundtrack is doing a lot of work. I saw it in a full theatre, which helped. The cast play it hardly sinister. The ending is unsettling. That long hallway shot is not especially gruesome.",5.9
s0405,Blue Orchard III,1998,The ending is creepy. Worth seeing with an audience. The pacing is chilling. The director clearly loves the genre. The third act is never sinister.,6.6
s0406,Quiet Harbour Redux,2009,The soundtrack is doing a lot of work. The ending is grisly. Every beat is gory.,5.7
s0407,Old Valley,2007,The final scene is not especially bloody. The pacing is not predictable. The whole thing is gory. The third act is unsettling. Worth seeing with an audience.,7.0
s0408,Pale Orchard II,2003,The sound design is boring. The pacing is never once terrifying. The trailer gives away too much. The third act is gruesome. The middle hour is haunting.,5.3
s0409,Grey Lantern,2008,Every beat is not especially sinister. The cast is doing real work here.,4.3
s0410,The Light,2008,"Ninety minutes, no padding. The pacing is not remotely ominous. Every beat is eerie. The final scene is not especially brutal. That long hallway shot is sinister. The whole thing is boring. The atmosphere is bloody. The cast play it tedious.",5.6
s0411,Night Field III,1998,The premise is haunting. The ending is gory. The score is eerie. The trailer gives away too much. That long hallway shot is never once chilling.,6.0
s0412,Cold Signal Returns,2016,The third act is never once gruesome. The cast play it tedious. The score is not bloody. The first half is hardly sinister. Worth seeing with an audience.,2.2
s0413,Winter House III,2017,"The cast is doing real work here. The final scene is tame. The sound design is tedious. Ninety minutes, no padding. The third act is unsettling.",4.7
s0414,Black Tower Redux,2015,The pacing is never bloody. The whole thing is ominous. The cast play it grisly. The cast is doing real work here.,5.8
s0415,Bitter Garden Returns,2018,"The premise is haunting. I saw it in a full theatre, which helped. The final scene is creepy. The whole thing is chilling. Every beat is bloody. The third act is tedious. The sound design is gruesome. Shot on 16mm and it shows.",8.6
s0416,Far Mirror,2023,The cast play it eerie. The trailer gives away too much. The score is never once tedious.,6.4
s0417,Cold Mirror,2016,"The premise is chilling. Ninety minutes, no padding. The cast play it tedious. The whole thing is not remotely eerie. The trailer gives away too much.",4.9
s0418,Salt Light II,2002,Worth seeing with an audience. Shot on 16mm and it shows. The sound design is boring. The whole thing is grisly. The atmosphere is haunting.,5.2
s0419,Cold Tower,2009,The atmosphere is eerie. The third act is tedious. The cast is doing real work here.,5.0
s0420,Old Door III,2009,"The final scene is not especially gruesome. Every beat is gory. The middle hour is ominous. The third act is unsettling. I saw it in a full theatre, which helped.",7.3
s0421,Night Station Redux,2013,"I saw it in a full theatre, which helped. The cast is doing real work here. Every beat is ominous. The sound design is grisly. The middle hour is chilling.",7.5
s0422,Red Signal Returns,2015,Worth seeing with an audience. The middle hour is gruesome. The pacing is sinister.,5.8
s0423,Night Chapel III,2009,The premise is chilling. The middle hour is tedious. Shot on 16mm and it shows. The third act is ominous.,6.3
s0424,Grey Garden,1999,The pacing is not especially tedious. The middle hour is boring. The sound design is unsettling. Shot on 16mm and it shows.,6.0
s0425,Cold Room,2004,"The final scene is never once chilling. That long hallway shot is hardly gruesome. The trailer gives away too much. The score is grisly. Ninety minutes, no padding. The sound design is ominous.",5.8
s0426,The Signal,2008,The soundtrack is doing a lot of work. Shot on 16mm and it shows. That long hallway shot is tame.,4.5
s0427,Bitter Hollow,2015,Worth seeing with an audience. That long hallway shot is never brutal. The soundtrack is doing a lot of work. The ending is tame.,4.2
s0428,The Hour Redux,2009,"I saw it in a full theatre, which helped. The middle hour is hardly bloody. The soundtrack is doing a lot of work. The final scene is brutal. The ending is ominous. The cast play it unsettling. The first half is haunting.",8.6
s0429,Old Ferry Redux,2016,"The premise is not remotely predictable. Every beat is silly. Ninety minutes, no padding. The pacing is gory. The score is brutal. The trailer gives away too much.",5.3
s0430,Wild Room Returns',2017,The ending is hardly unsettling. The premise is gory. The cast is doing real work here. Every beat is ominous. The final scene is never once tedious.,5.7
s0431,Cold Hollow Redux,2006,The cast play it grisly. The soundtrack is doing a lot of work. Shot on 16mm and it shows. The pacing is not remotely silly. The whole thing is boring.,5.8
s0432,Low Woods III',2005,The middle hour is tedious. The soundtrack is doing a lot of work. The cast play it chilling. The final scene is gory. The whole thing is haunting.,7.2
s0433,Long Garden III,2003,The premise is silly. The director clearly loves the genre. The third act is not especially predictable. The ending is gruesome. The sound design is not remotely ominous. The cast play it eerie. Shot on 16mm and it shows.,5.5
s0434,Salt Well II,2016,"The premise is unsettling. The pacing is terrifying. The whole thing is never ominous. The soundtrack is doing a lot of work. I saw it in a full theatre, which helped.",7.3
s0435,Red Field III',2006,"The ending is tedious. Ninety minutes, no padding. Every beat is silly. That long hallway shot is eerie.",4.5
s0436,Bitter House Returns,2020,"The cast play it never bloody. The score is haunting. The sound design is not especially chilling. Every beat is never once boring. I saw it in a full theatre, which helped. The premise is creepy.",6.9
s0437,Wild Signal Returns,2005,The cast play it never once silly. Shot on 16mm and it shows. The atmosphere is gruesome. The sound design is never eerie. The premise is ominous. That long hallway shot is never once brutal. The whole thing is not especially terrifying.,4.8
s0438,Low Lantern Returns,2003,The first half is creepy. The third act is haunting. Shot on 16mm and it shows. The middle hour is sinister. The director clearly loves the genre.,8.3
s0439,Night Ferry,2010,"The ending is haunting. The trailer gives away too much. I saw it in a full theatre, which helped. The final scene is creepy. The sound design is gory.",7.8
s0440,Quiet Well,2012,The premise is unsettling. The director clearly loves the genre. The middle hour is predictable.,5.2
s0441,Grey Chapel,2016,"The first half is not especially terrifying. Ninety minutes, no padding. Every beat is never once gory. The score is eerie. The atmosphere is not remotely gruesome. The sound design is never sinister.",2.8
s0442,Black Room Redux,2010,"The premise is never boring. The middle hour is predictable. The cast play it chilling. The ending is hardly eerie. The score is creepy. Ninety minutes, no padding. Every beat is not remotely brutal.",5.9
s0443,Grey Door III,2024,The ending is not especially unsettling. The first half is gruesome. The soundtrack is doing a lot of work. The pacing is bloody. The sound design is tedious. Every beat is hardly sinister. The final scene is hardly tame.,3.8
s0444,Near Lantern Returns,2018,The soundtrack is doing a lot of work. The middle hour is never once chilling. The atmosphere is never sinister. The final scene is hardly ominous.,2.1
s0445,Night Hollow Redux,2004,"The director clearly loves the genre. Ninety minutes, no padding. The atmosphere is never once sinister. The ending is boring. The third act is hardly silly.",3.2
s0446,Red Signal Redux,2021,"The atmosphere is never gory. The pacing is never once gruesome. Ninety minutes, no padding. The cast is doing real work here.",4.3
s0447,Night Lantern,2011,That long hallway shot is haunting. The score is predictable. The soundtrack is doing a lot of work. The sound design is creepy. The cast play it boring. The final scene is brutal. The third act is not remotely eerie. Shot on 16mm and it shows.,5.3
s0448,Wild House,2003,"The ending is not bloody. The soundtrack is doing a lot of work. I saw it in a full theatre, which helped.",4.7
s0449,Blue Coast III,2024,Worth seeing with an audience. The score is predictable. The director clearly loves the genre. The pacing is hardly gruesome. The final scene is hardly silly. The premise is ominous.,5.2
s0450,Deep Ferry Returns,2005,Every beat is hardly creepy. The middle hour is bloody. The final scene is unsettling. Worth seeing with an audience. The score is never once grisly.,5.2
s0451,Black House,2014,The sound design is never once brutal. The cast is doing real work here. The third act is boring. The cast play it unsettling. The atmosphere is tedious. The final scene is ominous. Every beat is hardly gruesome.,4.8
s0452,Bright Garden II,2001,The ending is not remotely bloody. The cast play it grisly. The cast is doing real work here. The middle hour is hardly tedious.,5.2
s0453,Grey Field Redux,2012,The middle hour is tame. Every beat is hardly grisly. The director clearly loves the genre. The score is silly. The whole thing is unsettling. The third act is terrifying. The soundtrack is doing a lot of work. The cast play it brutal.,6.4
s0454,Salt Coast,2013,The ending is bloody. The director clearly loves the genre.,5.4
s0455,Salt Lantern,2005,"I saw it in a full theatre, which helped. The premise is haunting. The cast is doing real work here. Every beat is never once tame. The cast play it boring. That long hallway shot is not especially unsettling.",5.7
s0456,Grey Station,2017,Worth seeing with an audience. The cast play it eerie. That long hallway shot is chilling. The atmosphere is hardly grisly. The first half is never once unsettling. The third act is gory.,6.1
s0457,Night Station II,2014,The atmosphere is not brutal. The whole thing is hardly gruesome. The third act is tedious. The soundtrack is doing a lot of work. The cast play it hardly unsettling.,3.7
s0458,Bright Field III,2018,The trailer gives away too much. The pacing is not remotely haunting. The third act is eerie.,4.4
s0459,Blue Woods III,2023,"I saw it in a full theatre, which helped.",5.5
s0460,Quiet Light III,2019,That long hallway shot is sinister. The pacing is not remotely bloody. Shot on 16mm and it shows. The final scene is gory. The cast is doing real work here.,6.3
s0461,Far Bridge,2024,The sound design is not creepy. Worth seeing with an audience.,4.5
s0462,Far Orchard III,2002,Worth seeing with an audience. The third act is never once tame. The pacing is chilling. The cast play it not remotely gory.,6.5
s0463,Salt Station,2007,The cast is doing real work here. The first half is ominous. Every beat is brutal. The trailer gives away too much. The score is gory.,7.3
s0464,Red Garden,2010,"The ending is gory. The final scene is not eerie. The pacing is ominous. The premise is hardly silly. The score is grisly. The third act is not remotely tame. The middle hour is haunting. I saw it in a full theatre, which helped.",7.5
s0465,Blue Light Returns,2005,Worth seeing with an audience. The premise is predictable. Every beat is not especially sinister. The pacing is hardly gory. The cast is doing real work here. That long hallway shot is brutal. The final scene is not remotely eerie.,2.3
s0466,Quiet Signal,1998,The pacing is predictable. The cast is doing real work here. The whole thing is sinister.,5.3
s0467,Last Light,2022,The whole thing is unsettling. That long hallway shot is hardly sinister. The middle hour is grisly. Shot on 16mm and it shows.,5.4
s0468,Long Orchard II,2007,"The sound design is creepy. The third act is unsettling. That long hallway shot is never once silly. Ninety minutes, no padding. The director clearly loves the genre.",7.5
s0469,Green Tower III,1998,The whole thing is never once tedious. Worth seeing with an audience. The trailer gives away too much. The third act is predictable.,5.1
s0470,Last Chapel Returns,2015,The ending is not ominous. The score is brutal. The cast play it hardly gruesome. The sound design is chilling. The final scene is silly. The premise is predictable. The trailer gives away too much.,4.1
s0471,Red Hour,2021,The atmosphere is predictable. The sound design is never once ominous. The first half is tedious. The premise is terrifying. The score is never gory. Worth seeing with an audience.,3.6
s0472,Salt Station Returns,2006,"Ninety minutes, no padding. The cast play it never once tedious. The score is not remotely terrifying. The sound design is grisly. The pacing is ominous. That long hallway shot is creepy.",7.1
s0473,The Harbour,2011,That long hallway shot is ominous. The premise is eerie. Every beat is hardly boring. The cast is doing real work here. The ending is creepy.,8.4
s0474,Last Lantern,1999,The cast is doing real work here. The third act is gruesome. The score is terrifying.,7.2
s0475,The Woods,2009,"The director clearly loves the genre. Ninety minutes, no padding. The ending is not especially sinister. The third act is never once grisly.",2.8
s0476,Bright Orchard,2015,The trailer gives away too much. Every beat is not silly. The final scene is unsettling. The cast is doing real work here. The whole thing is creepy. The middle hour is chilling.,8.9
s0477,Night Ferry Redux,2006,"Ninety minutes, no padding. That long hallway shot is not unsettling. The ending is eerie.",5.5
s0478,Night Market,2008,The sound design is chilling. The premise is gruesome. The whole thing is never bloody. The ending is unsettling. Every beat is not remotely haunting. The cast is doing real work here.,6.0
s0479,Pale Harbour,2002,That long hallway shot is never ominous. The ending is brutal. The first half is gory. Shot on 16mm and it shows. The sound design is tedious. Every beat is never once unsettling.,3.1
s0480,Green Tower Returns,2023,"The atmosphere is creepy. The final scene is not haunting. I saw it in a full theatre, which helped.",5.2
s0481,The House III,2017,Worth seeing with an audience. The score is haunting. The final scene is never once creepy. The pacing is predictable. The third act is tame. The cast is doing real work here.,3.2
s0482,Low Hollow III,2013,"I saw it in a full theatre, which helped. The premise is chilling. The final scene is haunting. The score is eerie.",7.8
s0483,Bright Garden Redux,2002,"The premise is unsettling. The middle hour is hardly boring. That long hallway shot is tedious. The pacing is sinister. I saw it in a full theatre, which helped. The cast play it never once gory.",7.4
s0484,Grey Hour II,2016,That long hallway shot is not tedious. The trailer gives away too much. The premise is not creepy. The final scene is gruesome.,6.0
s0485,Long Orchard II',2010,"The third act is never boring. I saw it in a full theatre, which helped. Worth seeing with an audience. The premise is not tedious. The sound design is not remotely creepy.",5.2
s0486,Salt Well Returns,2007,Worth seeing with an audience. The first half is gruesome. The third act is terrifying. The sound design is never ominous. The score is eerie.,6.2
s0487,Grey Hour Redux,2020,"Every beat is gory. The ending is never once gruesome. The whole thing is tame. Ninety minutes, no padding. Shot on 16mm and it shows. The score is unsettling.",5.8
s0488,Deep Door,2008,"I saw it in a full theatre, which helped. The score is silly. The ending is terrifying.",5.6
s0489,Far Mirror Redux,2006,Shot on 16mm and it shows. The pacing is hardly tame. The score is eerie. The third act is creepy. The atmosphere is sinister.,8.0
s0490,Low Tide,2022,The soundtrack is doing a lot of work. The whole thing is never unsettling. The third act is not gory. The director clearly loves the genre. The pacing is eerie. That long hallway shot is gruesome. The middle hour is ominous.,6.2
s0491,The Mirror,2023,The score is eerie. The pacing is sinister. The third act is grisly. The cast is doing real work here. The atmosphere is unsettling.,8.2
s0492,Green Valley,2021,The whole thing is grisly. The first half is haunting. The middle hour is sinister. The ending is ominous. The cast is doing real work here. The trailer gives away too much. The premise is never gruesome.,8.7
s0493,Black Room Redux',2024,The score is hardly gory. The sound design is grisly. The first half is eerie. The trailer gives away too much.,7.0
s0494,The Signal Returns,2019,"Every beat is not remotely haunting. The premise is gory. The pacing is not terrifying. I saw it in a full theatre, which helped.",3.4
s0495,Cold Light Redux,2010,Shot on 16mm and it shows. The first half is terrifying. The sound design is unsettling. The director clearly loves the genre.,6.9
