film_id,title,year,reviews,funniness
f0273,Quiet Well II,2008,The ending is tired. Every beat is laboured. That long hallway shot is not especially crass. The soundtrack is doing a lot of work. Shot on 16mm and it shows. The premise is filthy. The final scene is witty.,4.9
f0274,Salt Tide,2000,"The cast play it crass. The trailer gives away too much. The premise is vulgar. The score is not twee. Ninety minutes, no padding. The first half is uproarious.",6.9
f0275,Last Valley,2012,The soundtrack is doing a lot of work. The sound design is not especially crass. The premise is riotous. The atmosphere is vulgar.,6.4
f0276,Long Coast II,2016,"Ninety minutes, no padding. The middle hour is hilarious. The sound design is never once twee. The first half is vulgar. The cast play it not especially crass.",6.7
f0277,Wild Hollow,2014,The cast play it hardly smug. The third act is uproarious. The director clearly loves the genre. The score is raunchy. The sound design is bawdy.,7.5
f0278,Low Bridge,2021,Shot on 16mm and it shows. The premise is never smug. Worth seeing with an audience. The cast play it filthy.,5.8
f0279,Long Valley,2003,Every beat is hysterical. The soundtrack is doing a lot of work.,5.9
f0280,Wild Station,2014,"Ninety minutes, no padding. The first half is droll. The final scene is never unfunny. The cast play it riotous. The atmosphere is never laboured. The premise is vulgar.",9.1
f0281,Deep Signal II',2022,"The sound design is delightful. The pacing is laboured. I saw it in a full theatre, which helped. The whole thing is hilarious. The director clearly loves the genre.",7.3
f0282,Far Door,1998,"The score is bawdy. Ninety minutes, no padding. The atmosphere is deadpan. That long hallway shot is never once filthy.",6.0
f0283,Hollow Ferry III,2011,"The third act is crass. The middle hour is not remotely delightful. The atmosphere is not remotely raunchy. I saw it in a full theatre, which helped. The cast play it laboured. The whole thing is smug.",3.0
f0284,The Chapel,2015,"The ending is not uproarious. The whole thing is never once delightful. Ninety minutes, no padding. Every beat is droll. The cast play it raunchy. The premise is vulgar. Shot on 16mm and it shows.",4.7
f0285,Green Hour,2008,"The soundtrack is doing a lot of work. The whole thing is hardly raunchy. The atmosphere is crass. The third act is riotous. The score is never once witty. I saw it in a full theatre, which helped. The pacing is laboured.",4.8
f0286,Bright Room,2017,"Ninety minutes, no padding. The middle hour is droll. Every beat is hardly witty. That long hallway shot is never once crass. The atmosphere is uproarious.",5.4
f0287,Cold Tower III,2001,"Every beat is twee. The whole thing is crass. That long hallway shot is vulgar. Ninety minutes, no padding. The cast play it hardly laboured. The trailer gives away too much.",6.3
f0288,Grey Light,2000,"The whole thing is filthy. Ninety minutes, no padding. The third act is never witty. Worth seeing with an audience. The first half is unfunny.",3.8
f0289,Black Ferry Returns,2023,"The pacing is hysterical. The middle hour is hilarious. The score is twee. The atmosphere is delightful. Ninety minutes, no padding. The premise is not remotely tired.",8.3
f0290,Old Field,2024,"The final scene is never once unfunny. The atmosphere is delightful. The ending is uproarious. Ninety minutes, no padding. The soundtrack is doing a lot of work.",7.9
f0291,Long Garden III,2020,The final scene is laboured. That long hallway shot is smug. The whole thing is not hilarious. The trailer gives away too much. The soundtrack is doing a lot of work. The cast play it deadpan. The ending is riotous.,4.6
f0292,Last Coast,2013,"Ninety minutes, no padding.",5.1
f0293,Hollow Garden III,2000,Shot on 16mm and it shows. That long hallway shot is crass. The whole thing is unfunny. The atmosphere is uproarious. The cast is doing real work here. The sound design is bawdy.,6.2
f0294,Cold Garden II,1999,The final scene is witty. The director clearly loves the genre. The first half is droll. Every beat is bawdy. The score is raunchy. The third act is never tired. Shot on 16mm and it shows.,9.3
f0295,Night Harbour,2006,The first half is crass. The premise is uproarious. The sound design is filthy. The cast is doing real work here.,6.7
f0296,Winter Well,2012,"I saw it in a full theatre, which helped. The whole thing is not especially delightful. The trailer gives away too much. The sound design is never once smug. The first half is not remotely bawdy. That long hallway shot is uproarious. The middle hour is unfunny.",4.9
f0297,Low Coast,2000,The first half is smug. The middle hour is never twee. The pacing is witty. The soundtrack is doing a lot of work. The cast play it hilarious.,7.2
f0298,Near Tower,2006,Every beat is not unfunny. The sound design is not remotely crass. The final scene is delightful. Worth seeing with an audience. The trailer gives away too much.,6.5
f0299,Pale Room,2005,"The atmosphere is never once unfunny. The whole thing is smug. Ninety minutes, no padding. The middle hour is never droll. I saw it in a full theatre, which helped.",3.9
f0300,Far Well II,2010,"The third act is never once tired. Every beat is crass. Ninety minutes, no padding. The ending is never once unfunny. Shot on 16mm and it shows.",6.7
f0301,Salt Field,2002,"Shot on 16mm and it shows. Ninety minutes, no padding.",5.6
f0302,Small Garden,2017,The atmosphere is twee. The premise is filthy. Shot on 16mm and it shows. The sound design is vulgar. The score is laboured. The pacing is never uproarious. The director clearly loves the genre. The ending is hilarious.,4.8
f0303,Red Light,2021,The director clearly loves the genre. The final scene is droll. The third act is never hilarious. Every beat is twee. The sound design is smug. The ending is not especially hysterical.,2.9
f0304,Quiet Lantern,2008,"The sound design is not especially vulgar. I saw it in a full theatre, which helped. The trailer gives away too much. That long hallway shot is not remotely filthy.",4.1
f0305,Bitter Woods,2020,"The soundtrack is doing a lot of work. Ninety minutes, no padding. The sound design is laboured. The third act is twee. That long hallway shot is witty. The middle hour is vulgar.",5.0
f0306,Last Bridge,2009,The ending is crass. The director clearly loves the genre. Every beat is not especially bawdy. The middle hour is not especially hysterical. Worth seeing with an audience.,3.9
f0307,Green Garden Redux,2013,The cast is doing real work here. The trailer gives away too much. The whole thing is not especially bawdy.,5.3
f0308,Hollow Hour III,2019,The third act is laboured. The cast play it hysterical. The score is uproarious. The soundtrack is doing a lot of work. The whole thing is hardly unfunny.,7.1
f0309,Long Chapel Redux',2010,The pacing is never once twee. The trailer gives away too much. The final scene is raunchy.,6.2
f0310,Hollow Chapel,2017,"The soundtrack is doing a lot of work. Ninety minutes, no padding. The first half is hysterical. The pacing is delightful. The final scene is never raunchy.",6.7
f0311,Quiet Bridge,2024,"The third act is not remotely hysterical. The premise is riotous. The cast is doing real work here. The whole thing is hardly vulgar. The first half is hardly droll. The final scene is not remotely smug. Ninety minutes, no padding.",4.0
f0312,Far Signal II,2023,The soundtrack is doing a lot of work. That long hallway shot is smug. The first half is not especially tired. The atmosphere is deadpan. The whole thing is never witty. The premise is not crass.,5.3
f0313,Grey Tower,2023,The score is not filthy. The premise is crass. The soundtrack is doing a lot of work. The first half is twee.,4.2
f0314,Pale Station Redux,2017,The cast play it hysterical. The whole thing is hilarious. The trailer gives away too much.,7.4
f0315,Winter Station,2017,That long hallway shot is deadpan. Shot on 16mm and it shows. The third act is laboured. The cast is doing real work here. The premise is delightful. The cast play it raunchy. The score is bawdy. The atmosphere is unfunny.,6.4
f0316,Night Harbour Returns,2004,That long hallway shot is hysterical. Worth seeing with an audience.,6.6
f0317,Pale Mirror,2024,"The score is not remotely filthy. The atmosphere is not remotely riotous. The first half is hilarious. The trailer gives away too much. The whole thing is smug. The final scene is not remotely uproarious. I saw it in a full theatre, which helped. The cast play it laboured. The sound design is bawdy.",3.0
f0318,Night Tower Returns,2005,"The premise is filthy. I saw it in a full theatre, which helped. Worth seeing with an audience. The final scene is crass.",6.2
f0319,Near Harbour,2007,"The score is raunchy. The cast play it hilarious. The middle hour is riotous. Ninety minutes, no padding. I saw it in a full theatre, which helped.",6.9
f0320,Small Chapel,2015,The cast is doing real work here. That long hallway shot is delightful. The middle hour is smug.,6.1
f0321,Deep Door,2000,The soundtrack is doing a lot of work. The final scene is crass. Worth seeing with an audience. The third act is riotous. The middle hour is not especially smug.,7.9
f0322,Small Door,2007,Worth seeing with an audience. The pacing is not remotely vulgar. The cast play it never witty. The score is tired. The ending is not especially filthy. Shot on 16mm and it shows.,3.1
f0323,Bright Tower III,2008,The third act is riotous. The sound design is not especially raunchy. The cast is doing real work here. Shot on 16mm and it shows. The first half is unfunny.,5.5
f0324,Far Coast,2004,The premise is never crass. The ending is deadpan. The final scene is unfunny. The atmosphere is hysterical. The cast is doing real work here. The pacing is not especially hilarious. The whole thing is never once vulgar.,4.6
f0325,Hollow Chapel II,2016,The final scene is hysterical. The premise is not remotely twee. The whole thing is crass. Shot on 16mm and it shows. Worth seeing with an audience.,7.0
f0326,Small Bridge Redux,2005,The final scene is hysterical. The ending is laboured. Worth seeing with an audience. The premise is unfunny. The whole thing is delightful. Shot on 16mm and it shows. The third act is hardly droll.,5.3
f0327,The Station,2019,"Ninety minutes, no padding. Every beat is not remotely tired.",5.4
f0328,Small Chapel Redux,2004,The atmosphere is filthy. The sound design is hardly vulgar. Every beat is delightful. The director clearly loves the genre. The score is droll.,7.4
f0329,Last Tide,2004,"Ninety minutes, no padding. The first half is vulgar.",5.0
f0330,Hollow Room,2006,"The score is tired. Shot on 16mm and it shows. Ninety minutes, no padding. The premise is crass. The ending is riotous. The cast play it delightful. The first half is not especially droll. The third act is never smug.",6.1
f0331,Grey Chapel,2004,"The middle hour is laboured. The first half is filthy. The sound design is bawdy. Ninety minutes, no padding.",4.8
f0332,Low Bridge II,2011,The premise is twee. The score is uproarious. The pacing is unfunny. The trailer gives away too much. The third act is bawdy. The whole thing is delightful.,6.2
f0333,Old Market,2008,"I saw it in a full theatre, which helped. The premise is never once crass. The first half is never once bawdy. The trailer gives away too much. The ending is twee.",3.9
f0334,Red Coast,2024,The cast is doing real work here. The cast play it droll. That long hallway shot is delightful. The pacing is uproarious. The final scene is laboured.,7.8
f0335,Blue Harbour,2017,The ending is droll. The middle hour is hysterical. The first half is filthy. The trailer gives away too much.,7.4
f0336,Cold Station III',2017,"Ninety minutes, no padding. The soundtrack is doing a lot of work. The pacing is hysterical.",6.0
f0337,Deep Hollow III',2011,The director clearly loves the genre. The third act is twee. Worth seeing with an audience. The ending is smug. The premise is filthy.,4.0
f0338,Wild Coast Redux,2020,The soundtrack is doing a lot of work. The cast play it hysterical. The final scene is hardly witty.,5.3
f0339,Night Well III,2006,The pacing is never riotous. The cast play it delightful. Shot on 16mm and it shows. The director clearly loves the genre. The middle hour is tired. The third act is not remotely hilarious. The score is unfunny.,2.8
f0340,Green Station,2006,"The pacing is tired. I saw it in a full theatre, which helped. The soundtrack is doing a lot of work. The cast play it witty. The middle hour is hardly raunchy. The ending is laboured.",5.1
f0341,The Door,1999,The atmosphere is tired. The director clearly loves the genre.,4.6
f0342,Red Bridge,2001,The pacing is not especially witty. The whole thing is unfunny. Every beat is deadpan. The soundtrack is doing a lot of work. The sound design is crass. That long hallway shot is tired. The atmosphere is hysterical. The cast play it filthy.,5.9
f0343,Hollow Tide,2010,The cast is doing real work here. That long hallway shot is unfunny. The third act is crass. The whole thing is deadpan. Worth seeing with an audience. Every beat is delightful. The pacing is never once uproarious.,6.2
f0344,The Market,2011,Every beat is smug. Shot on 16mm and it shows. The trailer gives away too much.,4.5
f0345,Bitter Bridge II,2015,"That long hallway shot is bawdy. The premise is raunchy. Shot on 16mm and it shows. The pacing is hilarious. Ninety minutes, no padding.",6.8
f0346,Cold Bridge,2020,The ending is not remotely witty. The soundtrack is doing a lot of work. The director clearly loves the genre. The premise is crass.,5.1
f0347,Black Mirror III,2001,The whole thing is never once uproarious. The ending is twee. The sound design is hysterical. The cast play it riotous. The pacing is not remotely smug. The trailer gives away too much.,6.9
f0348,Red Hour II,2014,The ending is twee. That long hallway shot is bawdy. The middle hour is vulgar. Worth seeing with an audience. The final scene is hardly tired.,5.4
f0349,Winter Station Redux,2021,"The soundtrack is doing a lot of work. The first half is delightful. The premise is raunchy. The final scene is never droll. The cast play it hilarious. Ninety minutes, no padding.",7.6
f0350,Hollow Chapel III,2024,"The score is deadpan. The premise is never droll. The first half is vulgar. The cast play it hysterical. I saw it in a full theatre, which helped.",6.7
f0351,Deep Bridge,2000,"Every beat is crass. The middle hour is bawdy. Ninety minutes, no padding. The whole thing is hilarious.",7.1
f0352,Quiet Orchard,2017,"That long hallway shot is crass. Ninety minutes, no padding. The cast play it never bawdy. The premise is laboured. The whole thing is witty.",5.7
f0353,Blue Well,2002,"I saw it in a full theatre, which helped.",4.8
f0354,Hollow Door,2001,"The middle hour is witty. The cast play it not deadpan. I saw it in a full theatre, which helped. The atmosphere is not unfunny. The third act is hardly smug.",6.3
f0355,Long Door,2022,Worth seeing with an audience. The final scene is uproarious. The middle hour is unfunny. That long hallway shot is delightful. The soundtrack is doing a lot of work.,6.9
f0356,Winter Coast,2002,"The first half is delightful. I saw it in a full theatre, which helped. The atmosphere is hardly uproarious. The score is never once unfunny.",5.5
f0357,Red Valley Redux',2011,The director clearly loves the genre. Every beat is crass. The cast play it uproarious. The atmosphere is riotous.,7.4
f0358,Low Lantern Returns,2021,"Ninety minutes, no padding. Worth seeing with an audience.",5.2
f0359,Old Door Returns,2024,"The final scene is riotous. I saw it in a full theatre, which helped. The ending is bawdy. Worth seeing with an audience.",6.1
f0360,Wild Light Redux,2018,Shot on 16mm and it shows. The director clearly loves the genre. The third act is hilarious.,6.0
f0361,Salt Room,2024,The middle hour is deadpan. The atmosphere is vulgar. The ending is delightful. Shot on 16mm and it shows. Worth seeing with an audience. The first half is riotous.,8.7
f0362,Near Field II,2017,Every beat is hilarious. The score is deadpan. The cast is doing real work here. The third act is hardly twee. Worth seeing with an audience. The first half is laboured.,7.5
f0363,Salt Tower,2006,"The cast play it not remotely riotous. The premise is hardly delightful. Every beat is smug. Ninety minutes, no padding. The middle hour is droll. The atmosphere is never once bawdy.",3.2
f0364,Wild Station II,2009,The final scene is not bawdy. The third act is witty. The sound design is not delightful. The middle hour is deadpan. Shot on 16mm and it shows.,6.2
f0365,Salt Garden,2020,"The final scene is never once riotous. Every beat is witty. The score is not remotely filthy. The soundtrack is doing a lot of work. I saw it in a full theatre, which helped.",4.3
f0366,Winter Light Redux',1998,Shot on 16mm and it shows. Worth seeing with an audience. The pacing is smug.,5.0
f0367,Low Tide,2004,The middle hour is droll. The ending is crass. Every beat is hilarious. Shot on 16mm and it shows. That long hallway shot is deadpan.,8.9
f0368,Winter Door,2019,"I saw it in a full theatre, which helped. That long hallway shot is not remotely crass.",5.5
f0369,Small Orchard,2017,The trailer gives away too much. The ending is hardly bawdy. The whole thing is not especially droll. The premise is uproarious. The cast is doing real work here. The first half is riotous. The pacing is never once laboured. The sound design is vulgar.,7.0
f0370,Deep Signal Redux',2018,The premise is not unfunny. The trailer gives away too much. The director clearly loves the genre. Every beat is hysterical. The first half is riotous. The third act is deadpan.,8.8
f0371,Bitter Valley Redux,2001,The premise is deadpan. The sound design is riotous. The score is crass. Worth seeing with an audience.,7.5
f0372,Low Market,2004,"The atmosphere is hardly vulgar. The score is deadpan. The third act is hysterical. The cast play it raunchy. The ending is uproarious. I saw it in a full theatre, which helped. The cast is doing real work here.",8.4
f0373,Black Ferry II',2006,The cast play it hardly hilarious. The cast is doing real work here. The sound design is vulgar. The score is crass. The whole thing is witty. The third act is not remotely delightful.,5.5
f0374,Hollow Light Redux,2024,"Shot on 16mm and it shows. The sound design is not hysterical. Ninety minutes, no padding. The ending is unfunny. Every beat is witty. The atmosphere is hardly smug. That long hallway shot is filthy. The final scene is riotous.",6.3
f0375,Salt Ferry,2016,"The cast play it vulgar. The atmosphere is not remotely crass. The pacing is not witty. Ninety minutes, no padding.",4.0
f0376,Green Woods II,2017,"Ninety minutes, no padding. Worth seeing with an audience. The middle hour is vulgar. The third act is droll. The premise is hardly unfunny. Every beat is never once riotous.",6.3
f0377,Low House,2002,"I saw it in a full theatre, which helped. The pacing is hardly twee. Ninety minutes, no padding.",5.7
f0378,Salt Station Returns,2003,Every beat is vulgar. The pacing is smug. The director clearly loves the genre.,4.6
f0379,Long Ferry,2002,The sound design is raunchy. The cast is doing real work here. That long hallway shot is droll. The atmosphere is witty. The director clearly loves the genre. The whole thing is hardly uproarious.,6.0
f0380,Red House,2015,The third act is hysterical. Shot on 16mm and it shows. The trailer gives away too much. The ending is bawdy.,6.0
f0381,Near Signal,2015,The trailer gives away too much. The director clearly loves the genre.,4.9
f0382,Low Hour Returns,2008,The ending is bawdy. The final scene is delightful. The sound design is not especially raunchy. The soundtrack is doing a lot of work.,5.8
f0383,Far Garden,2004,"The third act is delightful. The director clearly loves the genre. I saw it in a full theatre, which helped.",5.9
f0384,Near Light,2000,"The third act is crass. The whole thing is hardly tired. Ninety minutes, no padding. The pacing is not especially hilarious. The ending is hardly vulgar. Worth seeing with an audience.",4.4
f0385,Small Coast,2023,The middle hour is riotous. Worth seeing with an audience. The sound design is never unfunny. The third act is hysterical.,7.4
f0386,Cold Hollow III,2016,The ending is filthy. The director clearly loves the genre. Shot on 16mm and it shows.,5.5
f0387,Deep Garden Returns,2014,The director clearly loves the genre. The pacing is droll.,6.4
f0388,Low Orchard,2002,"Ninety minutes, no padding. The cast play it never bawdy. The final scene is twee. Every beat is not witty. The trailer gives away too much. The third act is hilarious. The ending is not remotely deadpan.",4.2
f0389,Old Light,2022,The first half is delightful. The atmosphere is hardly uproarious. The director clearly loves the genre. The ending is never once tired. The score is witty.,6.9
f0390,Last Station,2019,The trailer gives away too much.,5.2
f0391,Last Tide Returns,2002,The director clearly loves the genre. The cast is doing real work here.,5.6
f0392,Night Mirror III,1999,"The final scene is uproarious. Ninety minutes, no padding. The premise is never hysterical. The first half is tired.",4.4
f0393,Small Hour,2020,The whole thing is deadpan. The atmosphere is laboured. The first half is crass. The ending is hardly witty. The cast is doing real work here. The trailer gives away too much. The cast play it smug. The middle hour is hysterical.,4.6
f0394,Bitter Mirror Redux,2021,The trailer gives away too much. The atmosphere is never once droll. That long hallway shot is unfunny. The score is bawdy. The final scene is not hysterical. The cast is doing real work here.,3.0
f0395,Grey Coast,2004,Shot on 16mm and it shows. The middle hour is never once laboured. The sound design is hysterical.,5.9
f0396,Small Hollow,2010,That long hallway shot is vulgar. Shot on 16mm and it shows. The middle hour is not especially twee.,6.2
f0397,Old Bridge Redux,2024,The atmosphere is not hysterical. Worth seeing with an audience. The whole thing is uproarious. The ending is not tired. The pacing is raunchy. The trailer gives away too much.,6.4
f0398,Bitter Garden Redux,2000,The whole thing is hardly uproarious. The score is crass. The cast play it not remotely hilarious. Shot on 16mm and it shows. The third act is deadpan.,4.3
f0399,Old Field II,2000,The whole thing is hysterical. The score is not remotely crass. The ending is not remotely witty. The soundtrack is doing a lot of work. The atmosphere is never once tired.,5.0
f0400,Near Field II',2005,The director clearly loves the genre. The third act is vulgar. Every beat is raunchy. The whole thing is not especially twee. The middle hour is tired.,6.1
f0401,Bright Bridge Returns,2020,"The premise is never filthy. The director clearly loves the genre. I saw it in a full theatre, which helped. The first half is smug. The middle hour is hardly hysterical.",2.5
f0402,Winter Woods,2013,"The sound design is never once vulgar. The director clearly loves the genre. I saw it in a full theatre, which helped. The whole thing is not deadpan. Every beat is hilarious.",4.6
f0403,Wild Field,2001,Every beat is never riotous. The ending is not remotely bawdy. That long hallway shot is hilarious. The soundtrack is doing a lot of work.,4.0
f0404,The Well Redux,2013,"Ninety minutes, no padding. The premise is not remotely riotous. Every beat is never droll. The whole thing is not remotely unfunny. The atmosphere is delightful.",4.6
f0405,Grey Lantern,1998,"I saw it in a full theatre, which helped. The first half is never once delightful. The middle hour is crass. The premise is smug.",3.5
f0406,Last Lantern,2019,The director clearly loves the genre. The score is not unfunny. The whole thing is hilarious. The pacing is delightful. The premise is droll.,9.4
f0407,Hollow Orchard,2008,The trailer gives away too much. The premise is never once witty. The first half is bawdy. The whole thing is crass.,4.9
f0408,Wild Harbour Redux,2002,Worth seeing with an audience. The cast is doing real work here.,5.0
f0409,Near Market,2021,"The score is deadpan. The sound design is smug. Ninety minutes, no padding. The director clearly loves the genre. The ending is hilarious. The cast play it droll.",7.5
f0410,Red Door Returns,2015,"The middle hour is never once deadpan. I saw it in a full theatre, which helped. Shot on 16mm and it shows. The premise is not especially droll.",3.2
f0411,Salt Signal,2002,"The sound design is twee. The pacing is droll. I saw it in a full theatre, which helped.",6.4
f0412,Bright Door Redux,2001,"Worth seeing with an audience. Ninety minutes, no padding. The pacing is not remotely hysterical. The middle hour is tired. The ending is filthy. The sound design is not raunchy. Every beat is never once unfunny.",3.8
f0413,Red Door II,2005,The cast play it raunchy. The score is never witty. The soundtrack is doing a lot of work. The whole thing is vulgar. The sound design is never deadpan.,4.0
f0414,Quiet Tide,2016,"The final scene is vulgar. Shot on 16mm and it shows. The ending is not bawdy. The first half is riotous. I saw it in a full theatre, which helped. The sound design is uproarious.",7.1
f0415,Green Ferry,2004,"The cast play it never droll. The pacing is bawdy. The middle hour is riotous. The final scene is not vulgar. The first half is uproarious. Ninety minutes, no padding.",6.4
f0416,Quiet Hollow,1999,The final scene is bawdy. The cast is doing real work here.,5.9
f0417,Near Orchard,2018,"Worth seeing with an audience. I saw it in a full theatre, which helped. The middle hour is hilarious. The third act is riotous.",6.6
f0418,Small Signal,2020,The third act is bawdy. The director clearly loves the genre. Worth seeing with an audience. The pacing is witty. The atmosphere is hysterical.,7.6
f0419,Black Field,2007,"The trailer gives away too much. The ending is smug. The third act is not especially laboured. The middle hour is hilarious. The score is not especially raunchy. I saw it in a full theatre, which helped.",5.7
f0420,Bitter Orchard II,2005,The sound design is hardly smug. The ending is uproarious. The director clearly loves the genre. Shot on 16mm and it shows. The whole thing is hilarious.,7.8
f0421,Salt Light,2019,The trailer gives away too much. The score is laboured. The director clearly loves the genre. The atmosphere is uproarious. The third act is delightful.,7.7
f0422,Far Bridge,2017,The director clearly loves the genre. The middle hour is hardly bawdy. The third act is tired.,4.1
f0423,The Garden,2019,Worth seeing with an audience. The director clearly loves the genre. The pacing is riotous.,6.2
f0424,Long Hollow,2022,The trailer gives away too much. The first half is never once hilarious. The cast play it uproarious. Worth seeing with an audience. The premise is hysterical. The sound design is never once filthy.,5.9
f0425,Winter Hollow Returns,2017,The middle hour is delightful. The director clearly loves the genre. The sound design is tired. The trailer gives away too much. The atmosphere is smug.,5.2
f0426,Grey Valley Redux,2022,The soundtrack is doing a lot of work. The sound design is uproarious. The ending is not hilarious. The pacing is not raunchy. The middle hour is not droll. The third act is bawdy.,5.0
f0427,Far Signal III,2003,The whole thing is uproarious. The cast is doing real work here.,5.9
f0428,Salt Chapel,2013,"That long hallway shot is droll. Every beat is not riotous. The sound design is not vulgar. I saw it in a full theatre, which helped. Shot on 16mm and it shows. The third act is witty.",6.5
f0429,Quiet Market Returns,2003,That long hallway shot is tired. The premise is witty. Worth seeing with an audience.,6.1
f0430,Pale Market,2012,The sound design is unfunny. The trailer gives away too much. The ending is hilarious. The third act is deadpan. The whole thing is filthy. The final scene is smug.,6.6
f0431,The Light,2000,"The first half is unfunny. The cast play it not remotely crass. The sound design is hardly hysterical. Ninety minutes, no padding. The premise is not remotely laboured. The atmosphere is delightful. The whole thing is witty.",5.3
f0432,Blue Lantern,2013,Worth seeing with an audience. That long hallway shot is not especially laboured. The whole thing is witty. The middle hour is hysterical. The ending is smug.,7.8
f0433,Wild Light Returns,2007,"The pacing is hysterical. Ninety minutes, no padding. The cast play it never vulgar. That long hallway shot is not remotely tired. Shot on 16mm and it shows.",6.4
f0434,Pale Coast,2022,The atmosphere is droll. That long hallway shot is smug. Shot on 16mm and it shows. The premise is never once hysterical. The first half is crass. The cast is doing real work here.,4.8
f0435,Blue Hollow,2020,The first half is uproarious. Every beat is raunchy. Worth seeing with an audience. The score is twee. The pacing is not deadpan.,4.9
f0436,The Woods,2007,"I saw it in a full theatre, which helped. The premise is droll. The atmosphere is tired. The sound design is not remotely bawdy. The score is hardly unfunny.",6.0
f0437,Green Garden III,2004,"Ninety minutes, no padding. The final scene is not laboured. Shot on 16mm and it shows. That long hallway shot is witty. The third act is crass.",6.5
f0438,Far Valley,2024,"The first half is bawdy. I saw it in a full theatre, which helped.",5.1
f0439,The Garden III,2016,"The final scene is not remotely delightful. Ninety minutes, no padding. I saw it in a full theatre, which helped. The middle hour is twee.",3.7
f0440,Last Tower,2024,"Ninety minutes, no padding. The whole thing is never once raunchy. I saw it in a full theatre, which helped. The middle hour is bawdy.",6.3
f0441,Red Valley II,2023,The trailer gives away too much.,5.6
f0442,Pale Light,1998,Worth seeing with an audience. The middle hour is not riotous. The sound design is twee. The final scene is hysterical.,4.7
f0443,Salt Station Returns',2002,The atmosphere is not remotely twee. The cast is doing real work here. The sound design is uproarious. The first half is not remotely crass. The whole thing is never once filthy. That long hallway shot is smug.,5.5
f0444,Grey Valley II,2017,The ending is not especially delightful. The score is filthy. The cast is doing real work here. The premise is witty. The trailer gives away too much.,5.1
f0445,Bright Coast,2005,The cast is doing real work here. The score is delightful. The middle hour is deadpan.,7.9
f0446,Red House Returns,2017,The third act is never tired. The trailer gives away too much.,5.3
f0447,Far Coast III,1999,The atmosphere is smug. The ending is vulgar. The pacing is laboured. The whole thing is hardly crass. The trailer gives away too much.,3.4
f0448,Low Coast II,2004,"That long hallway shot is never once delightful. Ninety minutes, no padding. The first half is uproarious. The cast is doing real work here. The third act is not bawdy.",4.6
f0449,Small Orchard III,2016,The third act is vulgar. Shot on 16mm and it shows. The final scene is delightful.,6.5
f0450,Black Mirror Redux,1999,"Worth seeing with an audience. The first half is hardly smug. The middle hour is not delightful. The premise is raunchy. The cast play it never once twee. The pacing is never vulgar. Every beat is riotous. Ninety minutes, no padding.",5.8
f0451,Quiet Bridge Returns,2010,The atmosphere is crass. Worth seeing with an audience. That long hallway shot is filthy. The final scene is deadpan. The middle hour is not remotely hysterical.,5.7
f0452,The Ferry,2017,The pacing is not especially uproarious. The score is hilarious. The whole thing is never once vulgar. The director clearly loves the genre. That long hallway shot is deadpan. The sound design is filthy. Worth seeing with an audience.,5.9
f0453,Quiet Harbour II,2010,The sound design is deadpan. The third act is never laboured. That long hallway shot is vulgar. The final scene is not witty. The cast play it hysterical. The trailer gives away too much. The pacing is tired.,6.3
f0454,Hollow Orchard III,2015,The whole thing is laboured. The pacing is not remotely bawdy. The final scene is not hilarious. Shot on 16mm and it shows. The atmosphere is droll.,4.6
f0455,Quiet Tide Returns,2011,"The premise is filthy. I saw it in a full theatre, which helped. The first half is raunchy. Worth seeing with an audience.",5.5
f0456,Old Bridge III,2006,"The sound design is not laboured. The ending is never riotous. The cast play it hilarious. Every beat is uproarious. Ninety minutes, no padding. Worth seeing with an audience.",7.3
f0457,Last Bridge Redux,2006,The director clearly loves the genre. The premise is delightful. That long hallway shot is not especially bawdy. The cast is doing real work here. The pacing is never crass.,5.5
f0458,Blue Hollow Returns,1998,The atmosphere is filthy. Worth seeing with an audience. The cast play it uproarious. The trailer gives away too much. The first half is riotous.,7.4
f0459,Green Hour Redux,2017,"I saw it in a full theatre, which helped. The cast is doing real work here. The third act is never once hilarious. The first half is never witty.",3.5
f0460,Old House Redux,2019,The score is droll. The final scene is hardly laboured. The ending is delightful. Every beat is tired. The atmosphere is not crass. The cast is doing real work here.,6.7
f0461,Black Tower II,2024,The final scene is vulgar. The director clearly loves the genre. The score is not witty. The soundtrack is doing a lot of work. The sound design is hilarious.,5.8
f0462,Pale Door Returns,2019,The first half is uproarious. Worth seeing with an audience. The pacing is twee. That long hallway shot is unfunny. The trailer gives away too much.,5.2
f0463,Red Field,2003,"The pacing is bawdy. The ending is uproarious. The sound design is crass. The first half is not twee. The cast play it hilarious. The soundtrack is doing a lot of work. Every beat is not remotely laboured. Ninety minutes, no padding. The score is not remotely witty.",8.8
f0464,Deep Woods,2003,The ending is raunchy. The cast is doing real work here. The soundtrack is doing a lot of work. The third act is laboured.,5.1
f0465,Red Ferry Redux,2004,Every beat is deadpan. The score is witty. Shot on 16mm and it shows. The atmosphere is delightful.,8.2
f0466,Cold Woods III,2019,The whole thing is riotous. Worth seeing with an audience. The pacing is never once unfunny. That long hallway shot is never filthy. The middle hour is deadpan. The score is uproarious.,8.8
f0467,Quiet Ferry,2017,The first half is never bawdy. The cast play it crass. The trailer gives away too much.,4.9
f0468,Cold Tide,2002,The pacing is delightful. The soundtrack is doing a lot of work. That long hallway shot is droll. The whole thing is not remotely laboured.,7.7
